Tempo (s),PWM,Temperatura (ÂºC)
1011.0135219097136,0,76.58846529814272
1021.0166029930116,0,76.58846529814272
1031.0024852752686,0,75.61094819159335
1041.004737615585,0,74.633431085044
1051.007028579712,0,74.1446725317693
1061.0153770446775,0,72.18963831867057
1071.001675605774,0,71.21212121212122
1081.0115733146667,0,69.25708699902249
1092.0029458999634,0,66.81329423264906
1102.0154962539673,0,65.83577712609969
1112.0028610229492,0,65.34701857282501
1122.0216829776764,0,62.41446725317692
1132.0088505744934,0,61.92570869990224
1142.008029937744,0,61.43695014662755
1152.0105867385864,0,59.97067448680351
1162.0165843963623,0,58.50439882697947
1172.0036232471466,0,58.01564027370478
1182.014247894287,0,57.03812316715542
1192.0063169002533,0,56.060606060606055
1203.0102977752686,0,55.08308895405669
1213.0136988162994,0,53.61681329423264
1223.0051345825195,0,53.12805474095797
1233.0140783786774,0,53.12805474095797
1243.01548910141,0,52.1505376344086
1253.0013563632965,0,50.68426197458456
1263.0056195259094,0,50.19550342130987
1273.009708404541,0,49.70674486803519
1283.009438276291,0,49.70674486803519
1293.0022723674774,0,48.240469208211145
1304.0106723308563,255,48.240469208211145
1314.0016310214996,255,47.26295210166178
1324.0107471942902,255,46.7741935483871
1334.0174479484558,255,47.75171065493646
1344.0087275505066,255,47.75171065493646
1354.0019052028656,255,49.21798631476051
1364.0023744106293,255,50.68426197458456
1374.0159339904783,255,52.639296187683286
1384.0163629055023,255,53.61681329423264
1394.0017793178558,255,56.060606060606055
1404.0062944889069,255,57.5268817204301
1415.0152804851532,255,58.99315738025415
1425.0114006996157,255,60.4594330400782
1435.001566886902,255,61.92570869990224
1445.0062482357023,255,63.39198435972628
1455.0011768341064,255,64.36950146627565
1465.0145609378817,255,66.32453567937438
1475.0010514259338,255,67.30205278592376
1485.0071272850037,255,68.27956989247312
1495.013365983963,255,68.76832844574781
1505.0149562358856,255,70.23460410557185
1516.015947818756,255,71.7008797653959
1526.0174868106842,255,71.7008797653959
1536.0153448581696,255,73.16715542521995
1546.0038530826569,255,73.65591397849462
1556.004353761673,255,74.1446725317693
1566.011177778244,255,74.633431085044
1576.0133414268494,255,75.61094819159335
1586.0155892372131,255,76.58846529814272
1596.019812822342,255,76.58846529814272
1606.0024695396423,0,78.05474095796676
1617.0127472877502,0,77.56598240469208
1627.016874551773,0,78.54349951124145
1637.0150785446167,0,78.05474095796676
1647.0029411315918,0,77.0772238514174
1657.0099244117737,0,75.61094819159335
1667.004203081131,0,75.12218963831867
1677.017520427704,0,73.16715542521995
1687.007446050644,0,72.18963831867057
1697.004568815231,0,70.72336265884654
1707.014282464981,0,69.25708699902249
1717.0010232925415,0,67.79081133919844
1728.0077049732208,0,67.30205278592376
1738.0125977993011,0,65.34701857282501
1748.016705751419,0,63.880742913000965
1758.0171422958374,0,62.41446725317692
1768.0031583309174,0,61.92570869990224
1778.0145473480225,0,59.97067448680351
1788.005823135376,0,59.481915933528825
1798.0047686100006,0,58.01564027370478
1808.007113456726,0,57.03812316715542
1818.0121841430664,0,56.060606060606055
1829.024667739868,0,55.57184750733137
1839.005538702011,0,54.59433040078201
1849.0075335502625,0,53.61681329423264
1859.013683795929,0,52.639296187683286
1869.003539562225,0,52.639296187683286
1879.0076401233675,0,51.66177908113392
1889.006932258606,0,50.68426197458456
1899.005208015442,0,50.68426197458456
1909.0111544132235,255,49.70674486803519
1919.0032258033752,255,49.21798631476051
1930.003961324692,255,48.72922776148583
1940.0012788772583,255,48.72922776148583
1950.0020899772644,255,49.70674486803519
1960.0009334087367,255,51.17302052785924
1970.008198738098,255,53.12805474095797
1980.0131602287288,255,54.10557184750733
1990.0109915733333,255,55.57184750733137
2000.0029599666595,0,57.5268817204301
2010.0084524154663,0,58.50439882697947
2020.0069649219515,0,59.97067448680351
2030.026827096939,0,61.43695014662755
2041.0152497291565,0,60.4594330400782
2051.0124723911285,0,60.94819159335288
2061.004266738892,0,60.4594330400782
2071.005425930023,0,59.97067448680351
2081.011476755142,0,59.481915933528825
2091.0150904655457,0,58.50439882697947
2101.0040657520294,0,57.5268817204301
2111.008971452713,0,56.54936461388074
2121.005959510803,0,55.57184750733137
2131.0102083683014,0,54.59433040078201
2142.008849620819,0,53.61681329423264
2152.01451086998,0,52.639296187683286
2162.010552406311,0,51.66177908113392
2172.008737802505,0,50.68426197458456
2182.007604122162,0,50.68426197458456
2192.008224248886,0,49.70674486803519
2202.010661840439,255,49.21798631476051
2212.015476465225,255,48.240469208211145
2222.003995656967,255,48.240469208211145
2232.010273218155,255,48.240469208211145
2242.01561999321,255,48.240469208211145
2253.0014033317566,255,49.21798631476051
2263.0146231651306,255,50.68426197458456
2273.005936384201,255,52.1505376344086
2283.0142815113068,255,53.61681329423264
2293.0124037265778,255,54.59433040078201
2303.0183005332947,255,56.54936461388074
2313.005373477936,255,58.01564027370478
2323.0031354427338,255,58.99315738025415
2333.0098893642426,255,59.97067448680351
2343.000807762146,255,61.92570869990224
2354.0130546092987,255,63.39198435972628
2364.0046553611755,255,64.85826001955033
2374.0126276016235,255,65.34701857282501
2384.002123117447,255,66.81329423264906
2394.009941339493,255,67.30205278592376
2404.0035932064056,255,68.27956989247312
2414.01483130455,255,69.74584555229717
2424.006985425949,255,69.74584555229717
2434.011636734009,255,70.72336265884654
2444.004358291626,255,71.7008797653959
2454.01140332222,255,72.67839687194527
2465.0065302848816,255,73.16715542521995
2475.014949083328,255,73.16715542521995
2485.008519887924,255,73.65591397849462
2495.006870985031,255,75.12218963831867
2505.027483463288,0,74.633431085044
2515.0136017799377,0,74.633431085044
2525.002860307693,0,75.61094819159335
2535.0136892795563,0,74.1446725317693
2545.0079181194305,0,74.1446725317693
2555.011665582657,0,73.16715542521995
2566.0158116817474,0,71.7008797653959
2576.007879257202,0,70.23460410557185
2586.0127573013306,0,68.76832844574781
2596.014895915985,0,66.81329423264906
2606.004643678665,255,65.83577712609969
2616.0092449188232,255,64.36950146627565
2626.0098581314087,255,63.39198435972628
2636.0081853866577,255,62.41446725317692
2646.017303466797,255,62.41446725317692
2656.0042641162872,255,62.9032258064516
2667.014293432236,255,64.36950146627565
2677.0013930797577,255,64.36950146627565
2687.00639796257,255,64.85826001955033
2697.016374826432,255,65.83577712609969
2707.002620458603,255,67.30205278592376
2717.0089468956,255,68.27956989247312
2727.010249614716,255,68.76832844574781
2737.0141320228577,255,69.74584555229717
2747.012161254883,255,69.74584555229717
2757.0098497867584,255,71.21212121212122
2767.0055799484253,255,71.7008797653959
2778.013469219208,255,72.18963831867057
2788.0174267292023,255,73.65591397849462
2798.000783920288,255,73.16715542521995
2808.0141644477844,0,73.65591397849462
2818.0068604946136,0,74.633431085044
2828.011993408203,0,74.1446725317693
2838.005840778351,0,74.1446725317693
2848.015001535416,0,73.16715542521995
2858.008897304535,0,73.16715542521995
2868.00182390213,0,71.21212121212122
2879.008412599564,0,69.74584555229717
2889.0107147693634,0,69.25708699902249
2899.0043592453003,0,66.81329423264906
2909.0117371082306,0,65.34701857282501
2919.0143699646,0,63.880742913000965
2929.0045840740204,0,62.41446725317692
2939.0128059387207,0,61.92570869990224
2949.0163576602936,0,59.97067448680351
2959.004106998444,0,58.50439882697947
2969.0060324668884,0,57.5268817204301
2979.01122713089,0,56.54936461388074
2990.0137531757355,0,55.57184750733137
3000.0005388259888,255,54.59433040078201
3010.001808643341,255,53.61681329423264
3020.008469104767,255,52.639296187683286
3030.0083281993866,255,52.1505376344086
3040.0041513443,255,52.1505376344086
3050.0006532669067,255,53.12805474095797
3060.0149371624,255,53.61681329423264
3070.015687465668,255,55.08308895405669
3080.010546684265,255,56.060606060606055
3091.0085401535034,255,57.5268817204301
3101.015758991241,0,58.50439882697947
3111.00409078598,0,59.481915933528825
3121.010734558105,0,61.43695014662755
3131.0140459537506,0,61.92570869990224
3141.0010809898376,0,63.39198435972628
3151.0108926296234,0,62.41446725317692
3161.000981092453,0,61.43695014662755
3171.0117177963257,0,60.94819159335288
3181.008278369904,0,59.97067448680351
3191.014533996582,0,58.99315738025415
3202.004805803299,255,58.01564027370478
3212.007111787796,255,57.03812316715542
3222.01412153244,255,56.54936461388074
3232.0213282108307,255,56.060606060606055
3242.006682872772,255,56.060606060606055
3252.004028081894,255,56.060606060606055
3262.013449192047,255,57.5268817204301
3272.017296075821,255,58.50439882697947
3282.0041246414185,255,59.97067448680351
3292.0018315315247,255,60.94819159335288
3303.0142121315,0,62.41446725317692
3313.0094423294067,0,63.39198435972628
3323.001853942871,0,64.36950146627565
3333.012884140014,0,65.34701857282501
3343.0055463314056,0,64.36950146627565
3353.0117559432983,0,63.880742913000965
3363.0104320049286,0,63.39198435972628
3373.012715816498,0,62.9032258064516
3383.008091688156,0,61.43695014662755
3393.007905960083,0,59.97067448680351
3404.004887342453,255,59.481915933528825
3414.01088309288,255,58.01564027370478
3424.00646018982,255,57.5268817204301
3434.0213584899902,255,57.03812316715542
3444.001685857773,255,57.03812316715542
3454.0094232559204,255,57.5268817204301
3464.006901025772,255,58.50439882697947
3474.00864982605,255,58.99315738025415
3484.0093870162964,255,60.4594330400782
3494.0097591876984,255,62.41446725317692
3504.0029652118683,255,62.9032258064516
3515.012543439865,255,64.36950146627565
3525.0018949508667,255,65.34701857282501
3535.015853881836,255,66.32453567937438
3545.003048658371,255,67.30205278592376
3555.001432657242,255,67.79081133919844
3565.0082623958588,255,68.27956989247312
3575.014924049377,255,70.23460410557185
3585.005047559738,255,70.23460410557185
3595.001195669174,255,71.21212121212122
3605.013309955597,255,71.7008797653959
3616.002939224243,255,71.7008797653959
3626.0132672786713,255,73.16715542521995
3636.0088052749634,255,73.65591397849462
3646.01815366745,255,73.65591397849462
3656.003942251205,255,75.12218963831867
3666.009374380112,255,75.12218963831867
3676.010694980621,255,75.12218963831867
3686.002283334732,255,76.09970674486803
3696.017816066742,255,76.09970674486803
3706.0071296691895,0,76.58846529814272
3716.011809825897,0,77.0772238514174
3727.0033288002014,0,77.0772238514174
3737.008912801743,0,77.0772238514174
3747.008888721466,0,76.09970674486803
3757.01287007332,0,75.61094819159335
3767.0079288482666,0,74.1446725317693
3777.0021364688873,0,73.16715542521995
3787.0068080425262,0,70.72336265884654
3797.002986669541,0,68.76832844574781
3807.000307559967,255,66.81329423264906
3817.001451253891,255,66.32453567937438
3828.003500938416,255,64.85826001955033
3838.0033214092255,255,64.85826001955033
3848.014660358429,255,64.36950146627565
3858.005948066712,255,64.85826001955033
3868.01583647728,255,64.85826001955033
3878.01629281044,255,65.83577712609969
3888.0016560554495,255,66.32453567937438
3898.0068860054016,255,67.79081133919844
3908.011728286743,255,68.76832844574781
3918.016166448593,255,68.27956989247312
3928.019108772278,255,69.25708699902249
3939.005346298218,255,70.23460410557185
3949.014395236969,255,71.21212121212122
3959.00515794754,255,71.7008797653959
3969.01552772522,255,72.67839687194527
3979.001984596253,255,73.65591397849462
3989.003621816635,255,73.65591397849462
3999.0037376880646,255,74.1446725317693
4009.0132417678833,255,75.12218963831867
4019.003176927567,255,75.12218963831867
4029.001940965653,255,75.61094819159335
4040.00831246376,255,76.09970674486803
4050.0128145217896,255,76.09970674486803
4060.009017705917,255,77.0772238514174
4070.013120651245,255,77.56598240469208
4080.013748884201,255,78.54349951124145
4090.000652551651,255,78.54349951124145
4100.004302740097,255,78.54349951124145
4110.011357069016,255,79.03225806451613
4120.015302419663,255,79.5210166177908
4130.003114461899,255,78.54349951124145
4141.004306793213,255,79.5210166177908
4151.009347677231,255,79.03225806451613
4161.000551939011,255,79.5210166177908
4171.01401925087,255,80.00977517106548
4181.0093126297,255,80.00977517106548
4191.000054597855,255,80.00977517106548
4201.001728057861,0,80.00977517106548
4211.007033824921,0,80.49853372434018
4221.01366019249,0,80.49853372434018
4231.002046823502,0,80.49853372434018
4241.009471893311,0,80.00977517106548
4252.0063560009,0,79.03225806451613
4262.0044734478,0,77.0772238514174
4272.012846708298,0,76.09970674486803
4282.004721403122,0,74.633431085044
4292.001893043518,0,72.18963831867057
4302.002970933914,255,70.72336265884654
4312.010267019272,255,68.76832844574781
4322.0165429115295,255,67.79081133919844
4332.005475521088,255,66.81329423264906
4342.009493350983,255,66.81329423264906
4353.000517845154,255,66.81329423264906
4363.01015496254,255,66.81329423264906
4373.010512828827,255,67.30205278592376
4383.001509189606,255,67.79081133919844
4393.001416921616,255,68.27956989247312
4403.011984825134,0,69.25708699902249
4413.000645160675,0,70.72336265884654
4423.004685163498,0,71.21212121212122
4433.003469467163,0,71.21212121212122
4443.000337600708,0,70.72336265884654
4454.008834600449,0,69.74584555229717
4464.004966497421,0,68.76832844574781
4474.008746862412,0,67.79081133919844
4484.001947641373,0,67.30205278592376
4494.011890172958,0,65.34701857282501
4504.014239788055,255,64.36950146627565
4514.011745691299,255,63.39198435972628
4524.006834030151,255,62.41446725317692
4534.0108914375305,255,61.43695014662755
4544.0093450546265,255,61.92570869990224
4554.012394428253,255,61.92570869990224
4565.006069421768,255,62.41446725317692
4575.010267734528,255,63.39198435972628
4585.013604879379,255,64.36950146627565
4595.004840373993,255,65.34701857282501
4605.010179519653,0,66.32453567937438
4615.014293670654,0,67.30205278592376
4625.01947927475,0,68.27956989247312
4635.0053470134735,0,68.27956989247312
4645.005437135696,0,68.27956989247312
4655.00986123085,0,67.79081133919844
4666.000781297684,0,66.32453567937438
4676.012309074402,0,65.34701857282501
4686.008688211441,0,64.36950146627565
4696.016820669174,0,63.39198435972628
4706.014448881149,0,61.92570869990224
4716.005881071091,0,60.94819159335288
4726.015158891678,0,59.481915933528825
4736.006894111633,0,58.99315738025415
4746.004686832428,0,58.50439882697947
4756.014203310013,0,56.54936461388074
4766.006482839584,0,55.57184750733137
4777.002016782761,0,54.59433040078201
4787.011431455612,0,53.61681329423264
4797.003455162048,0,52.1505376344086
4807.015253305435,0,52.1505376344086
4817.006631135941,0,51.17302052785924
4827.009517908096,0,50.19550342130987
4837.009746551514,0,49.70674486803519
4847.015389680862,0,49.21798631476051
4857.015819311142,0,48.240469208211145
4867.012484788895,0,47.75171065493646
4878.004997968674,0,47.75171065493646
4888.007650136948,0,46.28543499511242
4898.004687547684,0,45.79667644183773
4908.004652738571,255,45.79667644183773
4918.017865896225,255,44.819159335288376
4928.01337146759,255,44.33040078201369
4938.01008939743,255,44.819159335288376
4948.009742021561,255,45.79667644183773
4958.010521173477,255,47.75171065493646
4968.002901792526,255,48.72922776148583
4979.00780081749,255,50.19550342130987
4989.010022163391,255,52.1505376344086
4999.001710891724,255,53.61681329423264
5009.009645223618,255,55.57184750733137
5019.005887746811,255,56.54936461388074
5029.004408359528,255,58.01564027370478
5039.010383844376,255,59.481915933528825
5049.014605998993,255,60.4594330400782
5059.015108823776,255,61.92570869990224
5069.0130405426025,255,63.880742913000965
5079.002836227417,255,64.85826001955033
5090.013184070587,255,65.34701857282501
5100.00066280365,255,67.30205278592376
5110.0094265937805,255,67.79081133919844
5120.0105085372925,255,69.25708699902249
5130.00062251091,255,69.74584555229717
5140.007751941681,255,70.23460410557185
5150.003262281418,255,71.7008797653959
5160.014023542404,255,71.7008797653959
5170.003553390503,255,72.67839687194527
5180.005314588547,255,73.16715542521995
5191.005822181702,255,74.1446725317693
5201.003887653351,255,74.633431085044
5211.0041699409485,255,75.61094819159335
5221.000452756882,255,74.633431085044
5231.008320808411,255,75.61094819159335
5241.003513813019,255,76.58846529814272
5251.015244245529,255,76.09970674486803
5261.0176653862,255,77.0772238514174
5271.015496015549,255,77.0772238514174
5281.012483119965,255,77.0772238514174
5291.018481254578,255,78.05474095796676
5302.001345872879,0,78.54349951124145
5312.0117864608765,0,78.54349951124145
5322.014355421066,0,78.54349951124145
5332.009299993515,0,79.03225806451613
5342.018889904022,0,77.56598240469208
5352.0180196762085,0,77.0772238514174
5362.006591558456,0,75.61094819159335
5372.003402471542,0,74.1446725317693
5382.015619039536,0,72.18963831867057
5392.000530719757,0,70.23460410557185
5403.007492542267,255,69.25708699902249
5413.007203578949,255,68.27956989247312
5423.0058307647705,255,66.32453567937438
5433.015030384064,255,65.34701857282501
5443.003724336624,255,64.85826001955033
5453.015320062637,255,65.34701857282501
5463.01003074646,255,65.83577712609969
5473.009595632553,255,66.32453567937438
5483.01317358017,255,67.30205278592376
5493.013213157654,255,67.79081133919844
5504.016001462936,0,68.76832844574781
5514.0007610321045,0,69.25708699902249
5524.002601623535,0,70.23460410557185
5534.02382683754,0,70.72336265884654
5544.009800195694,0,70.23460410557185
5554.0107316970825,0,70.23460410557185
5564.010419130325,0,68.76832844574781
5574.004086732864,0,67.79081133919844
5584.005478620529,0,66.32453567937438
5594.015424728394,0,65.83577712609969
5604.009693622589,0,63.880742913000965
5615.015679597855,0,62.9032258064516
5625.010066270828,0,61.43695014662755
5635.012903690338,0,60.94819159335288
5645.009318113327,0,59.97067448680351
5655.005572795868,0,58.01564027370478
5665.004815578461,0,57.03812316715542
5675.0059905052185,0,56.54936461388074
5685.004572629929,0,55.08308895405669
5695.001617670059,0,54.59433040078201
5705.019955396652,255,53.61681329423264
5716.019386291504,255,53.12805474095797
5726.013913154602,255,52.639296187683286
5736.005605220795,255,52.1505376344086
5746.006844758987,255,52.639296187683286
5756.012310028076,255,54.10557184750733
5766.0021443367,255,54.59433040078201
5776.02309012413,255,55.57184750733137
5786.011103630066,255,57.03812316715542
5796.011969566345,255,58.50439882697947
5806.004795074463,0,59.481915933528825
5816.0125596523285,0,61.43695014662755
5827.010190248489,0,62.41446725317692
5837.001691579819,0,62.9032258064516
5847.011352062225,0,62.9032258064516
5857.006180047989,0,62.41446725317692
5867.024772405624,0,61.92570869990224
5877.003591537476,0,61.92570869990224
5887.014397382736,0,60.4594330400782
5897.00706577301,0,58.99315738025415
5907.016951322556,255,58.99315738025415
5917.011419534683,255,58.01564027370478
5928.00227689743,255,57.5268817204301
5938.010093450546,255,57.03812316715542
5948.002619028091,255,57.03812316715542
5958.0122084617615,255,58.50439882697947
5968.004796504974,255,59.481915933528825
5978.0114414691925,255,59.97067448680351
5988.0197949409485,255,60.94819159335288
5998.001138687134,255,61.92570869990224
6008.010354757309,0,64.85826001955033
6018.014139890671,0,65.34701857282501
6028.014975547791,0,65.83577712609969
6039.009250879288,0,66.32453567937438
6049.01108622551,0,66.81329423264906
6059.018397808075,0,66.32453567937438
6069.003152370453,0,64.85826001955033
6079.0111348629,0,64.36950146627565
6089.006853580475,0,62.9032258064516
6099.004211902618,0,62.41446725317692
6109.012282371521,255,60.94819159335288
6119.012646913528,255,59.97067448680351
6129.014474868774,255,59.481915933528825
6140.002988815308,255,58.99315738025415
6150.015833616257,255,59.97067448680351
6160.013693332672,255,60.94819159335288
6170.000885725021,255,60.94819159335288
6180.013020992279,255,62.9032258064516
6190.004271507263,255,63.39198435972628
6200.006890535355,0,64.85826001955033
6210.007440567017,0,66.32453567937438
6220.023424863815,0,66.81329423264906
6230.003300428391,0,67.30205278592376
6241.00702214241,0,67.79081133919844
6251.015636920929,0,67.79081133919844
6261.001085758209,0,66.32453567937438
6271.008718013763,0,66.81329423264906
6281.000984430313,0,64.85826001955033
6291.010329246521,0,63.39198435972628
6301.013791561127,0,62.41446725317692
6311.01230096817,0,61.92570869990224
6321.011016368866,0,60.4594330400782
6331.005650281906,0,59.97067448680351
6341.007912397385,0,58.99315738025415
6352.005064487457,0,58.50439882697947
6362.003603219986,0,56.54936461388074
6372.015110254288,0,56.060606060606055
6382.005126953125,0,54.59433040078201
6392.007168769836,0,53.61681329423264
6402.015758752823,0,53.12805474095797
6412.012005567551,0,53.12805474095797
6422.005810499191,0,51.66177908113392
6432.01540350914,0,50.68426197458456
6442.0043268203735,0,50.68426197458456
6453.010418891907,0,49.70674486803519
6463.0014128685,0,49.70674486803519
6473.0051445961,0,48.240469208211145
6483.015218257904,0,48.240469208211145
6493.000334739685,0,48.240469208211145
6503.004401922226,0,47.26295210166178
6513.017235040665,0,46.7741935483871
6523.011448144913,0,46.7741935483871
6533.013392210007,0,45.79667644183773
6543.00465297699,0,45.307917888563054
6554.008378982544,0,45.307917888563054
6564.001357555389,0,43.841642228739005
6574.005502462387,0,43.841642228739005
6584.008501052856,0,43.35288367546433
6594.003440380096,0,43.35288367546433
6604.006412982941,0,43.841642228739005
6614.000528335571,0,43.841642228739005
6624.008265256882,0,43.35288367546433
6634.002853393555,0,42.37536656891496
6644.005948066711,0,41.88660801564028
6654.004562616348,0,42.37536656891496
6665.015539646149,0,41.88660801564028
6675.011115074158,0,41.3978494623656
6685.002373456955,0,40.90909090909092
6695.013852357864,0,41.3978494623656
6705.011887311935,255,41.3978494623656
6715.007812023163,255,41.3978494623656
6725.001845598221,255,40.90909090909092
6735.005870103836,255,40.90909090909092
6745.009767770767,255,41.3978494623656
6755.010244846344,255,43.35288367546433
6766.003848552704,255,45.307917888563054
6776.003432750702,255,46.28543499511242
6786.019221305847,255,48.72922776148583
6796.012487649918,255,50.68426197458456
6806.000604867935,0,52.639296187683286
6816.014965295792,0,54.10557184750733
6826.012649059296,0,55.57184750733137
6836.00426197052,0,57.5268817204301
6846.008686304092,0,57.5268817204301
6856.007133483887,0,56.54936461388074
6866.011067152023,0,56.060606060606055
6877.006633281708,0,56.060606060606055
6887.00819849968,0,56.54936461388074
6897.011272192001,0,55.08308895405669
6907.011774778366,255,54.10557184750733
6917.010396242142,255,53.61681329423264
6927.015946865082,255,53.61681329423264
6937.00745844841,255,53.61681329423264
6947.011513710022,255,54.59433040078201
6957.002609491348,255,55.57184750733137
6967.006906032562,255,57.5268817204301
6978.011743307114,255,58.99315738025415
6988.015149831772,255,59.481915933528825
6998.002524375916,255,60.4594330400782
7008.007631063461,255,62.41446725317692
7018.015005588532,255,63.39198435972628
7028.01443195343,255,64.85826001955033
7038.000606536865,255,65.83577712609969
7048.011449098587,255,67.30205278592376
7058.011223316193,255,67.79081133919844
7068.014616012573,255,69.25708699902249
7079.004712104797,255,70.23460410557185
7089.023616313934,255,70.72336265884654
7099.011197090149,255,72.18963831867057
7109.002090454102,255,73.16715542521995
7119.006715297699,255,74.1446725317693
7129.003558635712,255,75.12218963831867
7139.002083063126,255,75.12218963831867
7149.004640340805,255,75.12218963831867
7159.007306814194,255,76.09970674486803
7169.010577917099,255,76.09970674486803
7179.00355219841,255,77.0772238514174
7190.010312795639,255,77.0772238514174
7200.011533021927,255,78.05474095796676
7210.00138425827,255,79.03225806451613
7220.008332252502,255,79.03225806451613
7230.003401756287,255,79.03225806451613
7240.00199508667,255,79.5210166177908
7250.014402627945,255,80.00977517106548
7260.005991220474,255,79.5210166177908
7270.004494905472,255,80.49853372434018
7280.014175415039,255,81.47605083088953
7291.0135152339935,255,81.47605083088953
7301.009070158005,255,82.4535679374389
7311.007992744446,255,81.47605083088953
7321.001450300217,255,82.94232649071358
7331.01251745224,255,81.96480938416421
7341.009310007095,255,82.4535679374389
7351.015331983566,255,82.94232649071358
7361.007781982422,255,82.94232649071358
7371.02077460289,255,82.4535679374389
7381.015134572983,255,83.43108504398826
7392.009979486465,255,83.91984359726294
7402.021911621094,255,83.43108504398826
7412.003598451614,255,83.91984359726294
7422.007839918137,255,83.91984359726294
7432.011893749237,255,83.43108504398826
7442.008534193039,255,83.43108504398826
7452.00798034668,255,83.43108504398826
7462.009342908859,255,84.40860215053763
7472.010834693909,255,83.43108504398826
7482.015444040298,255,84.40860215053763
7492.012453079224,255,83.91984359726294
7503.007268428802,255,84.40860215053763
7513.013448238373,255,83.91984359726294
7523.015722513199,255,84.40860215053763
7533.008558034897,255,83.91984359726294
7543.018696308136,255,84.40860215053763
7553.003268003464,255,84.40860215053763
7563.011663913727,255,84.89736070381231
7573.004669904709,255,84.40860215053763
7583.009337902069,255,84.40860215053763
7593.014517784119,255,84.89736070381231
7604.010081291199,255,84.40860215053763
7614.012145519257,255,84.89736070381231
7624.016043424606,255,84.89736070381231
7634.008367061615,255,85.87487781036167
7644.012853622436,255,84.40860215053763
7654.010833263397,255,85.87487781036167
7664.015184879303,255,84.89736070381231
7674.010025024414,255,84.89736070381231
7684.003178596497,255,85.38611925708699
7694.010037183762,255,85.38611925708699
7705.015353441238,0,84.89736070381231
7715.003991127014,0,85.87487781036167
7725.004371881485,0,84.89736070381231
7735.005408763885,0,85.38611925708699
