Tempo (s),PWM,Temperatura (ºC)
0.0,25,0.0
1.4678733348846436,50,39.44281524926687
2.003704071044922,76,39.44281524926687
3.0134518146514893,101,39.93157380254155
4.0007712841033936,127,39.44281524926687
5.0131800174713135,152,39.93157380254155
6.003814697265625,178,39.93157380254155
7.007093906402588,203,39.44281524926687
8.01330018043518,229,39.44281524926687
9.004603624343872,254,39.44281524926687
10.013192415237427,255,39.93157380254155
11.000963926315308,255,38.95405669599219
12.113783121109009,255,38.95405669599219
13.24599003791809,255,39.93157380254155
14.015244960784912,255,39.93157380254155
15.16169810295105,255,38.95405669599219
16.09404754638672,255,39.93157380254155
17.181386709213257,255,38.95405669599219
18.099454164505005,255,38.95405669599219
19.075186252593994,255,39.44281524926687
20.122570037841797,255,38.95405669599219
21.243879795074463,255,38.95405669599219
22.163148641586304,255,38.95405669599219
23.14583659172058,255,38.95405669599219
24.093159437179565,255,39.93157380254155
25.214923858642578,255,39.44281524926687
26.126952409744263,255,38.95405669599219
27.23978018760681,255,39.44281524926687
28.185794830322266,255,39.44281524926687
29.028168439865112,255,39.44281524926687
30.103689193725586,255,39.93157380254155
31.063424110412598,255,39.93157380254155
32.06370830535889,255,39.44281524926687
33.08311891555786,255,39.44281524926687
34.096333265304565,255,39.44281524926687
35.1251015663147,255,40.420332355816235
36.14443278312683,255,40.420332355816235
37.2682421207428,255,39.44281524926687
38.266215801239014,255,40.90909090909092
39.28449773788452,255,40.90909090909092
40.27708148956299,255,40.90909090909092
41.275875091552734,255,40.90909090909092
42.274399757385254,255,40.90909090909092
43.262632846832275,255,41.3978494623656
44.33223843574524,255,41.3978494623656
45.35581064224243,255,41.88660801564028
46.376795291900635,255,40.90909090909092
47.33413553237915,255,41.3978494623656
48.397671937942505,255,42.37536656891496
49.474754095077515,255,41.3978494623656
50.43117117881775,255,42.37536656891496
51.428934812545776,255,41.3978494623656
52.447195053100586,255,42.37536656891496
53.31697177886963,255,42.37536656891496
54.59615921974182,255,42.37536656891496
