Tempo (s),PWM1,PWM2,Temperatura1 (ºC),Temperatura2 (ºC)
0.0,255,255,nan,nan
1.0253043174743652,255,255,29.667644183773213,28.201368523949167
2.023796558380127,255,255,30.156402737047895,28.201368523949167
3.0079424381256104,255,255,29.667644183773213,29.17888563049853
4.021703481674194,255,255,29.667644183773213,28.69012707722385
5.001524448394775,255,255,30.156402737047895,29.17888563049853
6.011099815368652,255,255,30.156402737047895,28.201368523949167
7.010083436965942,255,255,29.667644183773213,28.69012707722385
8.00902533531189,255,255,29.667644183773213,28.69012707722385
9.007647514343262,255,255,29.667644183773213,28.69012707722385
10.003724098205566,255,255,29.667644183773213,28.69012707722385
11.005798101425171,255,255,29.667644183773213,28.69012707722385
12.005188703536987,255,255,30.156402737047895,29.17888563049853
13.004356145858765,255,255,29.667644183773213,29.17888563049853
14.003618955612183,255,255,30.156402737047895,29.17888563049853
15.002002716064453,255,255,29.667644183773213,29.17888563049853
16.002515077590942,255,255,30.156402737047895,28.69012707722385
17.0169894695282,255,255,30.156402737047895,28.69012707722385
18.01595115661621,255,255,30.156402737047895,29.17888563049853
19.01588535308838,255,255,30.156402737047895,29.17888563049853
20.014094352722168,255,255,30.156402737047895,29.17888563049853
21.0138680934906,255,255,30.156402737047895,29.17888563049853
22.01313829421997,255,255,30.645161290322577,30.156402737047895
23.02547836303711,255,255,31.13391984359726,29.17888563049853
24.010726928710938,255,255,30.156402737047895,29.667644183773213
25.00927996635437,255,255,30.645161290322577,29.667644183773213
26.008134841918945,255,255,31.13391984359726,30.156402737047895
27.007172107696533,255,255,30.645161290322577,29.667644183773213
28.0063157081604,255,255,30.645161290322577,29.667644183773213
29.005321741104126,255,255,31.13391984359726,30.156402737047895
30.014323234558105,255,255,31.13391984359726,30.156402737047895
31.003391981124878,255,255,32.11143695014662,30.645161290322577
32.00257658958435,255,255,31.62267839687194,30.156402737047895
33.00156092643738,255,255,31.62267839687194,30.156402737047895
34.00083065032959,255,255,31.62267839687194,30.156402737047895
35.00069546699524,255,255,31.62267839687194,30.645161290322577
36.015273094177246,255,255,32.11143695014662,31.13391984359726
37.015058279037476,255,255,32.11143695014662,31.13391984359726
38.01321339607239,255,255,32.600195503421304,30.645161290322577
39.01227617263794,255,255,32.600195503421304,30.645161290322577
40.01188850402832,255,255,32.11143695014662,30.645161290322577
41.006303548812866,255,255,32.600195503421304,31.62267839687194
42.00971698760986,255,255,32.600195503421304,31.13391984359726
43.008429765701294,255,255,33.08895405669598,32.11143695014662
44.00738978385925,255,255,33.08895405669598,31.62267839687194
45.00652551651001,255,255,33.08895405669598,32.11143695014662
46.00493597984314,255,255,33.08895405669598,32.11143695014662
47.00430130958557,255,255,33.57771260997067,31.62267839687194
48.00320243835449,255,255,33.57771260997067,32.11143695014662
49.002117395401,255,255,33.57771260997067,31.62267839687194
50.00108551979065,255,255,33.57771260997067,32.600195503421304
51.017191886901855,255,255,33.57771260997067,32.600195503421304
52.00110721588135,255,255,34.066471163245346,32.11143695014662
53.014957904815674,255,255,34.066471163245346,32.600195503421304
54.01413130760193,255,255,34.55522971652003,33.08895405669598
55.01293182373047,255,255,34.066471163245346,33.08895405669598
56.012513637542725,255,255,34.066471163245346,32.600195503421304
57.01147532463074,255,255,35.04398826979471,33.08895405669598
58.010555267333984,255,255,35.04398826979471,33.57771260997067
59.00948643684387,255,255,35.04398826979471,33.57771260997067
60.00858020782471,255,255,35.04398826979471,33.08895405669598
61.008527755737305,255,255,35.04398826979471,34.066471163245346
62.00649285316467,255,255,35.532746823069395,34.066471163245346
63.00567960739136,255,255,35.532746823069395,33.57771260997067
64.00448060035706,255,255,35.532746823069395,34.066471163245346
65.00332951545715,255,255,35.532746823069395,34.55522971652003
66.00352716445923,255,255,36.51026392961878,35.04398826979471
67.00213146209717,255,255,36.51026392961878,34.55522971652003
68.00185704231262,255,255,36.51026392961878,35.04398826979471
69.00125694274902,255,255,36.51026392961878,35.04398826979471
70.02554535865784,255,255,36.51026392961878,35.04398826979471
71.01421523094177,255,255,36.999022482893466,35.532746823069395
72.02440142631531,255,255,36.51026392961878,35.532746823069395
73.01268935203552,255,255,36.999022482893466,35.532746823069395
74.01163172721863,255,255,37.487781036168144,35.532746823069395
75.01064133644104,255,255,36.999022482893466,35.532746823069395
76.0095226764679,255,255,37.487781036168144,36.021505376344095
77.00883841514587,255,255,37.487781036168144,36.021505376344095
78.00786352157593,255,255,37.487781036168144,36.021505376344095
79.00685453414917,255,255,37.97653958944282,36.021505376344095
80.00584197044373,255,255,38.46529814271751,36.51026392961878
