Tempo (s),PWM1,PWM2,Temperatura1 (ºC),Temperatura2 (ºC)
0.0,255,255,nan,nan
1.0160531997680664,255,255,31.62267839687194,31.13391984359726
2.0053038597106934,255,255,31.13391984359726,30.645161290322577
3.007007122039795,255,255,31.62267839687194,31.13391984359726
4.006253242492676,255,255,32.11143695014662,30.645161290322577
5.001629590988159,255,255,31.62267839687194,31.13391984359726
6.011145353317261,255,255,31.62267839687194,30.645161290322577
7.010185480117798,255,255,31.13391984359726,30.645161290322577
8.010104656219482,255,255,31.13391984359726,31.13391984359726
9.008347272872925,255,255,31.62267839687194,31.13391984359726
10.007299900054932,255,255,31.62267839687194,30.645161290322577
11.006044864654541,255,255,31.62267839687194,31.13391984359726
12.005481004714966,255,255,31.62267839687194,31.13391984359726
13.004465341567993,255,255,31.62267839687194,31.13391984359726
14.003482341766357,255,255,32.11143695014662,30.645161290322577
15.002704858779907,255,255,32.11143695014662,31.13391984359726
16.001736640930176,255,255,32.11143695014662,31.13391984359726
17.00060772895813,255,255,32.11143695014662,31.13391984359726
18.000823736190796,255,255,32.11143695014662,31.13391984359726
19.015410661697388,255,255,31.62267839687194,31.13391984359726
20.014384269714355,255,255,32.600195503421304,31.62267839687194
21.013375282287598,255,255,32.600195503421304,31.62267839687194
22.012502431869507,255,255,32.11143695014662,31.62267839687194
23.012096405029297,255,255,32.600195503421304,31.62267839687194
24.010403156280518,255,255,32.600195503421304,32.11143695014662
25.009636640548706,255,255,32.600195503421304,32.11143695014662
26.00853395462036,255,255,32.600195503421304,31.62267839687194
27.00690245628357,255,255,32.600195503421304,31.62267839687194
28.006529092788696,255,255,32.600195503421304,32.11143695014662
29.005728721618652,255,255,32.600195503421304,32.11143695014662
30.004712104797363,255,255,33.08895405669598,32.600195503421304
31.003655433654785,255,255,33.08895405669598,32.11143695014662
32.00280523300171,255,255,33.08895405669598,32.600195503421304
33.0013587474823,255,255,33.57771260997067,32.600195503421304
34.00097370147705,255,255,34.066471163245346,32.600195503421304
35.00101089477539,255,255,33.57771260997067,33.08895405669598
36.01551365852356,255,255,33.57771260997067,33.08895405669598
37.014686584472656,255,255,33.57771260997067,33.08895405669598
38.01439714431763,255,255,33.57771260997067,33.08895405669598
39.01213216781616,255,255,34.066471163245346,33.08895405669598
40.01663661003113,255,255,34.066471163245346,33.57771260997067
41.01066851615906,255,255,34.55522971652003,33.08895405669598
42.00985407829285,255,255,34.55522971652003,33.08895405669598
43.00872540473938,255,255,35.04398826979471,34.066471163245346
44.00746989250183,255,255,35.04398826979471,34.066471163245346
45.006922245025635,255,255,35.04398826979471,33.57771260997067
46.00555920600891,255,255,34.55522971652003,34.066471163245346
47.00485801696777,255,255,35.04398826979471,33.57771260997067
48.00386834144592,255,255,35.04398826979471,34.55522971652003
49.00307011604309,255,255,36.021505376344095,34.066471163245346
50.001946687698364,255,255,35.532746823069395,34.55522971652003
51.00142693519592,255,255,35.532746823069395,35.04398826979471
52.01666831970215,255,255,36.021505376344095,34.55522971652003
53.015756368637085,255,255,36.021505376344095,34.55522971652003
54.01451802253723,255,255,35.532746823069395,35.04398826979471
55.01385045051575,255,255,36.021505376344095,34.55522971652003
56.012876749038696,255,255,36.51026392961878,35.532746823069395
57.0117974281311,255,255,36.51026392961878,35.532746823069395
58.010929346084595,255,255,36.999022482893466,36.021505376344095
59.00992202758789,255,255,36.999022482893466,36.021505376344095
60.008953332901,255,255,37.487781036168144,35.532746823069395
61.00783920288086,255,255,36.999022482893466,35.532746823069395
62.00702357292175,255,255,36.999022482893466,36.021505376344095
63.00611758232117,255,255,36.999022482893466,36.021505376344095
64.00492358207703,255,255,37.487781036168144,36.51026392961878
65.00553035736084,255,255,37.97653958944282,35.532746823069395
66.00314235687256,255,255,37.487781036168144,36.51026392961878
67.00220966339111,255,255,38.46529814271751,36.51026392961878
68.00126481056213,255,255,37.97653958944282,36.51026392961878
69.01688623428345,255,255,38.46529814271751,36.51026392961878
70.00128197669983,255,255,38.46529814271751,36.999022482893466
71.01488733291626,255,255,38.46529814271751,37.487781036168144
72.01397681236267,255,255,38.95405669599219,36.999022482893466
73.01305556297302,255,255,39.44281524926687,37.487781036168144
74.01195240020752,255,255,38.95405669599219,37.487781036168144
75.01104545593262,255,255,38.95405669599219,37.97653958944282
76.01019668579102,255,255,39.44281524926687,37.97653958944282
77.00915122032166,255,255,38.95405669599219,37.97653958944282
78.00818705558777,255,255,39.44281524926687,37.97653958944282
79.00736451148987,255,255,39.93157380254155,38.46529814271751
80.00629115104675,255,255,40.420332355816235,38.46529814271751
81.00521349906921,255,255,39.93157380254155,38.46529814271751
82.00440645217896,255,255,40.420332355816235,38.95405669599219
83.00333666801453,255,255,40.420332355816235,38.95405669599219
84.00221991539001,255,255,39.93157380254155,38.95405669599219
85.0014533996582,255,255,40.90909090909092,38.95405669599219
86.01699686050415,255,255,40.90909090909092,39.44281524926687
87.01600360870361,255,255,40.90909090909092,39.44281524926687
88.01440787315369,255,255,41.3978494623656,39.44281524926687
89.01417827606201,255,255,40.90909090909092,39.44281524926687
90.01330757141113,255,255,40.90909090909092,39.44281524926687
91.01216745376587,255,255,41.88660801564028,39.93157380254155
92.01133012771606,255,255,41.3978494623656,40.420332355816235
93.01031398773193,255,255,41.3978494623656,39.93157380254155
94.00944805145264,255,255,42.37536656891496,40.420332355816235
95.00812077522278,255,255,42.37536656891496,40.90909090909092
96.00750279426575,255,255,42.37536656891496,40.420332355816235
97.00645089149475,255,255,42.37536656891496,40.420332355816235
98.00477719306946,255,255,42.37536656891496,40.90909090909092
99.00452065467834,255,255,42.86412512218965,40.90909090909092
