Tempo (s),PWM1,PWM2,Temperatura1 (ÂºC),Temperatura2 (ÂºC)
2936.0097908973694,255,0,58.99315738025415,71.21212121212122
2946.005120515824,255,0,59.97067448680351,70.72336265884654
2956.0102376937866,255,0,61.92570869990224,69.74584555229717
2966.016622543335,255,0,63.880742913000965,69.74584555229717
2976.000859260559,255,0,64.85826001955033,68.27956989247312
2986.03147816658,255,0,66.32453567937438,67.30205278592376
2996.000650882721,255,0,68.27956989247312,67.30205278592376
3006.006445646286,0,255,69.25708699902249,66.32453567937438
3016.010663509369,0,255,69.74584555229717,65.34701857282501
3026.0120396614075,0,255,69.74584555229717,65.34701857282501
3036.005607843399,0,255,70.23460410557185,66.81329423264906
3046.007878780365,0,255,70.23460410557185,66.81329423264906
3056.0123257637024,0,255,69.74584555229717,67.79081133919844
3066.001529455185,0,255,67.79081133919844,68.27956989247312
3076.005884170532,0,255,67.30205278592376,68.76832844574781
3086.010490655899,0,255,66.81329423264906,70.23460410557185
3096.0145394802094,0,255,65.83577712609969,70.72336265884654
3106.011504173279,0,255,65.34701857282501,71.21212121212122
3116.011790037155,0,255,64.36950146627565,72.18963831867057
3126.0092809200287,0,255,63.880742913000965,72.67839687194527
3136.013179302216,0,255,63.39198435972628,74.1446725317693
3146.005816459656,0,255,62.41446725317692,74.633431085044
3156.017530441284,0,255,62.41446725317692,75.12218963831867
3166.006201982498,0,255,61.92570869990224,75.61094819159335
3176.009872198105,0,255,61.43695014662755,76.09970674486803
3186.010642528534,0,255,60.94819159335288,76.58846529814272
3196.0114262104034,0,255,60.4594330400782,77.0772238514174
3206.0117914676666,255,255,59.97067448680351,76.58846529814272
3216.009197950363,255,255,59.97067448680351,77.56598240469208
3226.0037429332733,255,255,60.94819159335288,78.05474095796676
3236.0047636032104,255,255,61.43695014662755,78.05474095796676
3246.0096673965454,255,255,61.92570869990224,77.56598240469208
3256.015342473984,255,255,63.39198435972628,77.0772238514174
3266.0031020641327,255,255,64.36950146627565,77.56598240469208
3276.00349354744,255,255,65.34701857282501,77.56598240469208
3286.001216173172,255,255,66.32453567937438,78.05474095796676
3296.0185384750366,255,255,66.81329423264906,77.0772238514174
3306.003782510757,255,255,67.79081133919844,77.0772238514174
3316.012315273285,255,255,68.76832844574781,77.0772238514174
3326.0113520622253,255,255,70.23460410557185,77.0772238514174
3336.014021873474,255,255,70.72336265884654,77.56598240469208
3346.0151109695435,255,255,70.72336265884654,77.0772238514174
3356.0061445236206,255,255,72.18963831867057,77.56598240469208
3366.006270170212,255,255,72.67839687194527,77.56598240469208
3376.009038925171,255,255,73.16715542521995,77.56598240469208
3387.0065746307373,255,255,74.1446725317693,77.56598240469208
3397.016781806946,255,255,75.12218963831867,77.56598240469208
3407.007202863693,255,255,75.12218963831867,78.05474095796676
3417.01446390152,255,255,75.61094819159335,78.54349951124145
3427.005542755127,255,255,76.58846529814272,78.05474095796676
3437.0033192634583,255,255,76.58846529814272,77.56598240469208
3447.009925365448,255,255,77.0772238514174,78.05474095796676
3457.011827468872,255,255,77.56598240469208,79.03225806451613
3467.002060651779,255,255,78.05474095796676,78.54349951124145
3477.005512714386,255,255,78.05474095796676,79.03225806451613
3487.014839410782,255,255,79.03225806451613,79.03225806451613
3497.0062704086304,255,255,78.54349951124145,79.5210166177908
3507.00532746315,0,0,79.03225806451613,79.03225806451613
3517.00927567482,0,0,78.54349951124145,79.03225806451613
3527.0131072998047,0,0,78.05474095796676,78.54349951124145
3537.0146038532257,0,0,78.54349951124145,78.54349951124145
3547.003722190857,0,0,77.56598240469208,77.56598240469208
3557.0058176517487,0,0,76.58846529814272,76.58846529814272
3567.0107004642487,0,0,75.61094819159335,75.61094819159335
3577.0035145282745,0,0,74.633431085044,75.12218963831867
3587.0049846172333,0,0,72.67839687194527,73.65591397849462
3597.015316724777,0,0,71.7008797653959,72.67839687194527
3607.022763490677,255,0,70.72336265884654,71.21212121212122
3617.011558771133,255,0,69.74584555229717,70.23460410557185
3627.012183189392,255,0,68.76832844574781,69.25708699902249
3637.0054428577423,255,0,69.74584555229717,68.76832844574781
3647.009311914444,255,0,70.23460410557185,67.79081133919844
3657.001940727234,255,0,70.23460410557185,66.32453567937438
3667.013901948929,255,0,71.21212121212122,65.34701857282501
3677.015394926071,255,0,72.18963831867057,64.36950146627565
3687.011615037918,255,0,72.67839687194527,64.36950146627565
3697.0020892620087,255,0,73.16715542521995,62.9032258064516
3707.004730701447,255,255,74.633431085044,63.880742913000965
3717.008368730545,255,255,74.633431085044,62.41446725317692
3727.0140419006334,255,255,75.61094819159335,62.9032258064516
3737.011362791061,255,255,76.09970674486803,62.9032258064516
3747.004212379456,255,255,76.58846529814272,63.880742913000965
3757.013010978698,255,255,76.58846529814272,64.85826001955033
3767.014908313751,255,255,76.09970674486803,64.85826001955033
3777.015457391739,255,255,75.61094819159335,64.85826001955033
3787.005475997925,255,255,76.09970674486803,66.32453567937438
3797.010523557663,255,255,76.58846529814272,66.81329423264906
3807.01460981369,0,255,77.0772238514174,68.27956989247312
3817.013798236847,0,255,76.58846529814272,69.25708699902249
3827.014154672623,0,255,76.09970674486803,69.74584555229717
3837.007782936096,0,255,75.61094819159335,71.21212121212122
3847.0113661289215,0,255,75.61094819159335,72.18963831867057
3857.01503109932,0,255,74.1446725317693,73.16715542521995
3867.003211736679,0,255,72.67839687194527,73.65591397849462
3877.00491976738,0,255,72.18963831867057,75.12218963831867
3887.010001897812,0,255,71.7008797653959,76.09970674486803
3897.012412309647,0,255,69.74584555229717,75.61094819159335
3907.005473136902,0,0,69.25708699902249,76.58846529814272
3917.0040946006775,0,0,68.27956989247312,77.56598240469208
3927.001514196396,0,0,68.27956989247312,77.0772238514174
3937.009304046631,0,0,66.81329423264906,76.09970674486803
3947.015542984009,0,0,66.81329423264906,76.09970674486803
3957.0057559013367,0,0,64.85826001955033,74.633431085044
3967.012625694275,0,0,64.36950146627565,73.65591397849462
3977.005833387375,0,0,63.880742913000965,72.18963831867057
3987.014563560486,0,0,63.39198435972628,71.21212121212122
3997.0053555965424,0,0,62.9032258064516,70.72336265884654
4007.00363111496,255,0,61.92570869990224,68.76832844574781
4017.013413667679,255,0,61.43695014662755,66.81329423264906
4028.0146141052246,255,0,60.94819159335288,66.32453567937438
4038.002544879913,255,0,61.43695014662755,65.34701857282501
4048.0029723644257,255,0,62.41446725317692,64.36950146627565
4058.012091875076,255,0,63.39198435972628,62.9032258064516
4068.0042493343353,255,0,64.85826001955033,62.41446725317692
4078.0139124393454,255,0,65.83577712609969,61.43695014662755
4088.002651453018,255,0,66.81329423264906,60.94819159335288
4098.030118227005,255,0,67.79081133919844,60.4594330400782
4108.00972366333,0,0,68.76832844574781,59.481915933528825
4118.011777162552,0,0,69.74584555229717,59.481915933528825
4128.000878334045,0,0,70.23460410557185,58.99315738025415
4138.003429889679,0,0,69.74584555229717,58.99315738025415
4148.019322156906,0,0,68.27956989247312,58.01564027370478
4158.021134138107,0,0,68.27956989247312,58.01564027370478
4168.014620304108,0,0,67.30205278592376,57.03812316715542
4178.0073935985565,0,0,65.34701857282501,57.03812316715542
4188.013429164887,0,0,64.36950146627565,56.54936461388074
4198.006466150284,0,0,63.39198435972628,56.060606060606055
4208.001651287079,255,255,62.41446725317692,55.08308895405669
4218.008009433746,255,255,61.43695014662755,55.08308895405669
